sexe,age,distance_parcourus,nombre_heure_retard,travail,premiere_fois,nb_heure_travail_semaine,Tutorat,nationalite,vehicule,vis_seul,etat_matrimonial,heure_moyenne_sommeil,Nom_cours,classe
M,27,70,5,non,oui,36,non,Amerique,non,oui,en couple,8,Robotique,cours reussit
F,31,17,2,oui,oui,49,non,Asie,non,non,en couple,7,Anglais,cours reussit
F,29,32,8,non,non,30,oui,Oceanie,non,oui,en couple,8,Programmation orientee objet,cours reussit
F,35,16,1,oui,oui,1,oui,Asie,oui,oui,en couple,4,Robotique,cours reussit
F,19,31,8,non,non,33,non,Afrique,oui,oui,celibataire,7,Reseaux informatiques,cours reussit
M,36,28,0,non,oui,21,non,Afrique,oui,non,en couple,7,Espagnol,cours echoue
M,38,24,9,non,non,17,oui,Amerique,non,non,en couple,4,Mathematiques discretes,cours reussit
M,30,12,8,non,non,10,non,Oceanie,non,non,en couple,4,Securite informatique,cours echoue
F,26,80,10,non,non,33,non,Asie,oui,oui,en couple,7,Developpement web avance,cours reussit
F,24,24,3,non,non,20,oui,Europe,non,oui,celibataire,9,Robotique,cours reussit
M,20,90,0,non,non,10,oui,Afrique,non,non,celibataire,8,Fracais 2,cours reussit
F,22,11,8,non,oui,16,non,Asie,non,non,celibataire,9,Algorithmes avances,cours reussit
M,32,27,8,non,non,59,non,Europe,oui,non,en couple,5,Philosophie 1,cours echoue
F,23,31,10,non,oui,60,oui,Amerique,oui,non,celibataire,9,Systemes d'exploitation,cours echoue
M,34,38,9,non,non,19,oui,Afrique,non,oui,en couple,7,Machine Learning,cours reussit
M,27,81,4,non,oui,33,non,Amerique,oui,non,en couple,6,Intelligence artificielle 2,cours echoue
F,38,59,10,non,oui,24,non,Oceanie,non,oui,en couple,4,Application mobile 1,cours reussit
F,37,54,0,oui,non,1,oui,Afrique,non,non,en couple,9,Reseaux informatiques,cours reussit
M,19,47,2,oui,non,39,non,Asie,oui,oui,celibataire,8,Structure de base de donnees,cours reussit
M,30,56,1,non,non,45,non,Amerique,non,non,en couple,9,Reseaux informatiques,cours reussit
M,21,6,8,oui,oui,30,oui,Amerique,oui,non,celibataire,5,Genie logiciel,cours reussit
F,35,81,0,non,oui,55,non,Afrique,oui,oui,celibataire,4,Algorithmes avances,cours echoue
F,21,14,0,oui,oui,17,oui,Amerique,non,non,en couple,10,Mathematiques discretes,cours reussit
M,23,65,2,oui,non,7,oui,Afrique,oui,non,celibataire,10,Securite informatique,cours reussit
M,33,0,9,oui,oui,38,non,Asie,non,non,celibataire,6,Intelligence artificielle 2,cours reussit
F,35,63,0,oui,non,16,non,Afrique,non,oui,celibataire,10,Anglais,cours echoue
M,40,37,0,oui,oui,36,oui,Amerique,oui,non,celibataire,6,Espagnol,cours reussit
F,38,94,0,non,oui,53,non,Europe,non,oui,celibataire,9,Francais 1,cours echoue
F,39,65,2,oui,non,48,oui,Afrique,oui,oui,en couple,10,Intelligence artificielle ethique,cours echoue
M,33,30,5,non,non,40,oui,Amerique,non,non,en couple,4,Francais 1,cours reussit
M,23,91,4,oui,oui,31,oui,Afrique,oui,non,celibataire,5,Traitement du langage naturel,cours reussit
F,25,3,4,non,oui,17,non,Asie,non,non,celibataire,6,Application mobile 2,cours reussit
F,30,79,3,non,oui,49,oui,Oceanie,oui,non,en couple,7,Algorithmes avances,cours reussit
F,37,48,1,non,oui,5,oui,Asie,non,oui,en couple,8,Algorithmes avances,cours reussit
M,33,37,4,non,non,5,oui,Asie,non,oui,celibataire,5,Conception de bases de donnees,cours echoue
F,39,17,6,oui,oui,36,non,Asie,oui,non,celibataire,10,Intelligence artificielle ethique,cours echoue
M,23,75,5,non,oui,34,oui,Afrique,oui,oui,en couple,4,Philosophie 1,cours echoue
M,33,20,8,non,oui,6,oui,Oceanie,oui,non,en couple,7,Genie logiciel,cours echoue
M,33,19,7,oui,non,32,non,Oceanie,non,oui,en couple,6,Fracais 2,cours reussit
M,35,79,10,non,non,35,non,Amerique,oui,oui,celibataire,5,Application mobile 1,cours echoue
F,21,85,3,oui,non,59,non,Asie,non,non,celibataire,7,Programmation orientee objet,cours reussit
F,34,48,5,non,non,29,non,Afrique,non,oui,en couple,6,Francais 1,cours reussit
M,19,72,9,non,non,6,oui,Asie,non,non,en couple,4,Traitement du langage naturel,cours reussit
F,40,97,8,oui,oui,38,oui,Europe,oui,oui,en couple,9,Application mobile 2,cours echoue
M,27,85,2,non,oui,18,oui,Afrique,non,oui,celibataire,8,Anglais,cours reussit
F,25,44,7,oui,oui,4,oui,Europe,non,oui,celibataire,5,Fracais 2,cours reussit
M,35,84,7,non,oui,9,non,Amerique,oui,non,en couple,8,Intelligence artificielle ethique,cours reussit
M,26,72,8,non,oui,54,non,Asie,oui,non,celibataire,8,Robotique,cours reussit
F,23,62,0,oui,non,51,non,Oceanie,oui,non,celibataire,5,Application mobile 1,cours reussit
M,37,79,3,oui,non,14,non,Asie,oui,oui,celibataire,9,Traitement du langage naturel,cours reussit
F,38,36,10,non,oui,43,non,Afrique,non,non,celibataire,6,Developpement web avance,cours echoue
F,22,37,3,oui,oui,28,non,Europe,oui,oui,en couple,4,Philosophie 1,cours reussit
F,26,7,0,oui,non,56,non,Asie,oui,oui,celibataire,9,Espagnol,cours reussit
M,31,99,6,oui,non,39,non,Europe,non,oui,celibataire,9,Machine Learning,cours echoue
M,24,7,10,non,non,45,oui,Asie,non,oui,celibataire,10,Intelligence artificielle 2,cours reussit
F,22,100,7,oui,oui,4,oui,Europe,oui,non,celibataire,8,Application mobile 1,cours echoue
M,40,79,10,non,non,25,non,Oceanie,non,oui,en couple,8,Genie logiciel,cours echoue
F,22,16,4,oui,oui,21,non,Asie,oui,non,celibataire,6,Developpement web avance,cours reussit
F,32,100,4,oui,non,59,oui,Asie,oui,non,en couple,7,Developpement web avance,cours echoue
F,26,42,5,non,non,39,oui,Asie,oui,non,en couple,8,Programmation orientee objet,cours reussit
M,22,26,2,non,non,54,oui,Oceanie,oui,non,celibataire,7,Developpement web avance,cours reussit
F,26,51,8,non,non,60,non,Europe,non,non,en couple,5,Francais 1,cours echoue
F,36,76,10,non,non,6,oui,Oceanie,non,non,celibataire,7,Espagnol,cours echoue
M,39,82,3,non,non,12,non,Afrique,non,non,celibataire,9,Francais 1,cours reussit
M,35,4,7,non,non,37,non,Asie,non,non,en couple,6,Intelligence artificielle 2,cours reussit
M,37,3,10,oui,non,14,oui,Oceanie,non,oui,celibataire,9,Intelligence artificielle ethique,cours echoue
M,20,9,7,non,non,10,non,Afrique,non,non,en couple,4,Algorithmes avances,cours reussit
M,36,95,4,oui,oui,28,oui,Oceanie,oui,oui,en couple,5,Machine Learning,cours reussit
F,38,22,7,oui,oui,39,oui,Amerique,non,non,celibataire,6,Intelligence artificielle 2,cours reussit
M,29,80,7,oui,oui,12,non,Europe,non,non,en couple,6,Robotique,cours reussit
F,19,13,3,non,oui,39,non,Europe,oui,oui,en couple,7,Fracais 2,cours echoue
M,36,36,2,oui,non,51,non,Asie,non,non,celibataire,9,Philosophie 1,cours reussit
M,26,45,3,non,non,39,non,Asie,non,oui,en couple,9,Algorithmes avances,cours reussit
M,27,100,1,oui,oui,36,oui,Oceanie,oui,oui,celibataire,6,Systemes d'exploitation,cours echoue
M,36,0,7,non,oui,30,non,Afrique,non,oui,celibataire,8,Machine Learning,cours reussit
M,20,48,7,non,oui,15,oui,Europe,non,non,en couple,7,Securite informatique,cours reussit
M,25,55,4,non,oui,25,non,Amerique,non,non,en couple,6,Peripheriques et objets connectes,cours reussit
M,26,95,3,non,oui,15,non,Amerique,oui,oui,en couple,5,Systemes d'exploitation,cours echoue
M,29,99,10,non,non,8,oui,Afrique,non,oui,celibataire,7,Intelligence artificielle 2,cours echoue
M,30,19,8,oui,non,36,non,Afrique,non,oui,celibataire,10,Intelligence artificielle 1,cours echoue
F,23,45,5,non,non,34,oui,Oceanie,oui,non,en couple,6,Systemes d'exploitation,cours reussit
F,32,14,8,oui,non,39,non,Oceanie,oui,oui,celibataire,10,Intelligence artificielle 2,cours echoue
F,26,11,3,non,oui,23,non,Amerique,non,non,en couple,9,Application mobile 2,cours reussit
F,19,25,4,oui,non,1,oui,Amerique,oui,oui,celibataire,8,Anglais,cours reussit
F,20,12,2,non,oui,0,oui,Afrique,non,oui,celibataire,9,Systemes d'exploitation,cours echoue
F,19,34,0,non,oui,26,oui,Oceanie,non,oui,celibataire,8,Intelligence artificielle ethique,cours echoue
F,37,56,0,oui,non,52,oui,Afrique,non,non,en couple,5,Anglais,cours reussit
F,23,87,9,oui,oui,60,oui,Afrique,oui,non,celibataire,5,Espagnol,cours reussit
F,20,58,5,oui,oui,26,non,Amerique,non,oui,celibataire,7,Machine Learning,cours echoue
M,39,45,9,oui,oui,60,non,Oceanie,oui,oui,en couple,10,Fracais 2,cours reussit
M,36,41,0,oui,non,43,non,Asie,non,non,en couple,7,Structure de base de donnees,cours reussit
F,25,98,8,non,non,10,non,Europe,non,non,en couple,9,Fracais 2,cours reussit
M,29,60,4,non,oui,37,oui,Asie,non,non,en couple,8,Systemes d'exploitation,cours echoue
F,28,15,5,oui,oui,22,non,Oceanie,oui,non,celibataire,8,Mathematiques discretes,cours reussit
M,34,77,5,non,non,33,oui,Amerique,oui,non,celibataire,6,Robotique,cours reussit
F,19,17,0,oui,non,23,oui,Oceanie,non,non,celibataire,6,Philosophie 3,cours reussit
M,25,50,6,oui,oui,1,non,Amerique,oui,non,celibataire,9,Philosophie 1,cours reussit
F,37,80,8,oui,oui,38,non,Afrique,non,oui,celibataire,10,Mathematiques discretes,cours reussit
F,30,72,4,non,non,22,non,Oceanie,non,oui,celibataire,7,Traitement du langage naturel,cours echoue
F,22,12,0,non,non,41,non,Europe,oui,oui,en couple,7,Intelligence artificielle ethique,cours echoue
F,21,23,4,oui,oui,59,oui,Europe,non,non,celibataire,4,Conception de bases de donnees,cours echoue
F,28,94,7,non,oui,50,oui,Asie,non,oui,en couple,5,Securite informatique,cours reussit
M,26,54,6,non,non,55,oui,Amerique,oui,non,en couple,6,Anglais,cours echoue
F,19,49,8,oui,oui,17,non,Europe,oui,non,celibataire,5,Securite informatique,cours reussit
F,39,96,2,oui,oui,59,oui,Amerique,non,non,celibataire,4,Intelligence artificielle 1,cours reussit
M,18,51,0,non,non,25,oui,Amerique,non,oui,celibataire,6,Philosophie 2,cours reussit
M,20,90,7,non,oui,55,non,Amerique,oui,non,celibataire,7,Robotique,cours reussit
F,24,33,4,oui,non,56,oui,Europe,oui,oui,en couple,9,Philosophie 2,cours reussit
F,30,89,6,non,oui,51,oui,Europe,non,oui,en couple,8,Algorithmes avances,cours reussit
F,27,3,1,oui,non,37,non,Oceanie,non,non,en couple,4,Robotique,cours echoue
M,37,75,7,non,oui,60,oui,Afrique,non,oui,en couple,7,Peripheriques et objets connectes,cours reussit
M,27,44,6,non,oui,59,non,Asie,non,oui,celibataire,7,Anglais,cours reussit
F,37,15,8,oui,oui,55,oui,Oceanie,non,non,celibataire,10,Intelligence artificielle ethique,cours reussit
M,40,70,3,oui,non,48,non,Europe,non,non,en couple,10,Genie logiciel,cours echoue
M,28,80,9,oui,oui,13,non,Oceanie,oui,oui,en couple,4,Algorithmes avances,cours echoue
M,26,90,2,non,oui,46,non,Amerique,non,oui,celibataire,9,Intelligence artificielle 1,cours echoue
M,32,88,8,non,non,52,oui,Afrique,oui,oui,celibataire,7,Machine Learning,cours reussit
F,29,54,1,oui,non,58,oui,Amerique,oui,oui,en couple,7,Application mobile 2,cours reussit
M,34,33,7,non,oui,0,oui,Amerique,non,non,celibataire,10,Application mobile 2,cours reussit
F,31,67,10,non,non,41,non,Europe,oui,non,en couple,5,Traitement du langage naturel,cours reussit
M,38,82,5,non,oui,44,oui,Amerique,non,oui,en couple,4,Developpement web avance,cours echoue
M,24,36,9,non,oui,19,oui,Afrique,non,oui,celibataire,5,Genie logiciel,cours reussit
F,30,41,0,oui,oui,7,non,Europe,oui,oui,celibataire,4,Traitement du langage naturel,cours echoue
M,37,1,0,oui,oui,38,oui,Europe,non,oui,celibataire,9,Traitement du langage naturel,cours echoue
F,36,24,8,non,oui,18,oui,Asie,non,non,en couple,6,Philosophie 2,cours reussit
M,24,30,5,non,oui,46,non,Oceanie,non,oui,celibataire,9,Philosophie 3,cours reussit
F,24,26,5,oui,non,29,non,Europe,non,non,celibataire,7,Machine Learning,cours reussit
M,40,12,9,non,oui,4,non,Afrique,non,non,en couple,7,Peripheriques et objets connectes,cours echoue
M,31,62,2,non,non,59,oui,Asie,oui,oui,celibataire,6,Fracais 2,cours echoue
F,34,48,6,oui,oui,57,oui,Europe,oui,oui,en couple,6,Philosophie 2,cours reussit
M,34,68,0,non,non,25,oui,Oceanie,oui,non,en couple,10,Programmation orientee objet,cours reussit
F,37,91,7,non,oui,39,non,Amerique,oui,oui,celibataire,7,Reseaux informatiques,cours reussit
M,32,92,10,non,non,30,non,Oceanie,oui,oui,en couple,7,Robotique,cours echoue
M,28,50,4,oui,oui,13,oui,Asie,non,non,en couple,7,Langages de programmation avances,cours reussit
M,21,28,10,oui,non,52,oui,Europe,oui,oui,celibataire,7,Big Data Analytics,cours echoue
M,18,33,7,non,oui,1,oui,Amerique,non,non,en couple,6,Programmation orientee objet,cours echoue
F,30,31,4,non,oui,45,oui,Asie,oui,oui,en couple,4,Programmation orientee objet,cours echoue
M,21,50,10,oui,non,56,oui,Asie,oui,oui,celibataire,7,Philosophie 2,cours echoue
M,22,38,6,oui,oui,4,oui,Asie,oui,oui,celibataire,8,Fracais 2,cours echoue
F,36,59,4,non,oui,6,oui,Afrique,oui,non,en couple,7,Anglais,cours reussit
F,33,29,5,oui,non,54,oui,Asie,non,non,en couple,6,Programmation orientee objet,cours echoue
F,34,92,1,non,oui,56,oui,Asie,non,oui,celibataire,8,Securite informatique,cours reussit
F,38,1,10,oui,non,35,non,Europe,oui,non,en couple,9,Conception de bases de donnees,cours echoue
F,38,60,0,oui,non,10,non,Asie,oui,non,celibataire,7,Robotique,cours reussit
M,21,51,10,non,oui,0,oui,Afrique,oui,oui,celibataire,5,Algorithmes avances,cours echoue
M,24,65,10,non,non,49,oui,Oceanie,non,non,celibataire,4,Application mobile 2,cours echoue
F,23,57,9,oui,non,36,non,Afrique,oui,non,celibataire,4,Structure de base de donnees,cours echoue
M,37,13,9,non,oui,49,non,Oceanie,oui,oui,celibataire,10,Robotique,cours echoue
F,21,54,3,oui,non,11,non,Europe,oui,oui,celibataire,6,Securite informatique,cours echoue
F,40,23,8,non,oui,39,oui,Oceanie,non,non,en couple,9,Francais 1,cours reussit
M,37,37,3,oui,non,49,oui,Afrique,oui,oui,en couple,8,Robotique,cours reussit
M,39,29,6,non,oui,35,oui,Europe,oui,non,celibataire,5,Algorithmes avances,cours echoue
M,20,69,3,oui,oui,46,non,Asie,oui,non,celibataire,8,Anglais,cours reussit
F,28,85,4,non,non,32,non,Europe,oui,non,celibataire,4,Securite informatique,cours reussit
M,23,47,4,oui,non,28,oui,Oceanie,non,non,celibataire,8,Peripheriques et objets connectes,cours echoue
M,30,51,0,non,oui,4,oui,Europe,non,oui,en couple,6,Algorithmes avances,cours reussit
M,38,72,1,oui,non,38,non,Afrique,oui,oui,en couple,5,Systemes d'exploitation,cours reussit
F,26,51,1,non,oui,25,non,Europe,non,non,celibataire,4,Programmation orientee objet,cours echoue
M,36,97,0,oui,non,48,oui,Oceanie,non,non,en couple,5,Francais 3,cours echoue
F,19,50,1,oui,non,25,oui,Asie,non,non,en couple,6,Mathematiques discretes,cours echoue
M,34,41,4,non,non,15,non,Oceanie,oui,oui,en couple,9,Philosophie 2,cours echoue
F,35,4,9,non,non,18,oui,Asie,oui,oui,en couple,9,Intelligence artificielle 1,cours reussit
F,31,18,9,oui,oui,48,oui,Afrique,oui,oui,celibataire,7,Fracais 2,cours echoue
F,20,78,3,non,oui,7,non,Amerique,non,non,en couple,6,Developpement web avance,cours echoue
F,37,33,6,oui,oui,31,oui,Afrique,non,non,en couple,10,Developpement web avance,cours reussit
F,32,71,0,non,non,29,oui,Oceanie,oui,non,en couple,9,Robotique,cours reussit
F,26,5,10,non,non,43,oui,Amerique,oui,non,en couple,6,Traitement du langage naturel,cours reussit
M,20,20,5,non,non,57,oui,Asie,non,oui,celibataire,6,Mathematiques discretes,cours reussit
F,33,24,7,non,non,8,non,Asie,non,oui,en couple,9,Reseaux informatiques,cours reussit
F,30,37,9,non,oui,38,non,Amerique,oui,non,en couple,7,Traitement du langage naturel,cours reussit
M,26,4,3,oui,non,44,non,Afrique,oui,oui,celibataire,4,Mathematiques discretes,cours echoue
F,25,63,1,oui,oui,51,non,Europe,oui,non,en couple,8,Anglais,cours echoue
F,18,13,8,oui,oui,7,non,Afrique,non,oui,en couple,9,Machine Learning,cours echoue
M,27,75,7,non,non,25,non,Afrique,non,non,celibataire,7,Intelligence artificielle ethique,cours echoue
M,23,76,8,oui,non,27,oui,Asie,non,oui,celibataire,10,Philosophie 1,cours echoue
F,34,55,3,non,non,24,non,Amerique,oui,non,celibataire,8,Genie logiciel,cours echoue
F,27,76,10,oui,non,5,non,Afrique,oui,oui,celibataire,5,Machine Learning,cours reussit
M,26,21,9,non,non,32,oui,Oceanie,oui,oui,celibataire,8,Reseaux informatiques,cours reussit
F,21,16,6,oui,oui,25,non,Asie,non,non,celibataire,8,Espagnol,cours echoue
F,19,7,3,non,non,11,oui,Amerique,non,oui,en couple,9,Fracais 2,cours reussit
F,40,19,9,oui,non,48,oui,Asie,non,non,en couple,4,Application mobile 2,cours echoue
F,36,37,4,non,oui,34,non,Oceanie,non,oui,en couple,9,Application mobile 1,cours reussit
F,19,0,3,oui,non,0,oui,Amerique,oui,non,en couple,7,Reseaux informatiques,cours echoue
F,20,74,7,oui,oui,47,non,Amerique,non,oui,en couple,5,Philosophie 1,cours reussit
M,26,41,5,non,oui,47,oui,Asie,oui,oui,celibataire,8,Structure de base de donnees,cours reussit
F,18,57,1,oui,oui,59,non,Amerique,oui,oui,celibataire,6,Developpement web avance,cours echoue
M,20,10,1,oui,oui,30,oui,Europe,oui,oui,en couple,5,Robotique,cours echoue
M,21,99,5,oui,oui,44,non,Afrique,oui,oui,celibataire,6,Big Data Analytics,cours reussit
M,36,8,6,oui,oui,27,non,Europe,oui,oui,en couple,5,Fracais 2,cours echoue
F,32,22,8,oui,oui,18,non,Asie,non,oui,celibataire,4,Developpement web avance,cours echoue
M,26,84,0,non,non,9,oui,Asie,non,oui,en couple,9,Intelligence artificielle 2,cours echoue
M,40,47,1,oui,non,48,non,Oceanie,oui,oui,celibataire,6,Intelligence artificielle ethique,cours echoue
M,33,21,10,oui,oui,15,non,Oceanie,non,oui,celibataire,10,Philosophie 1,cours echoue
F,39,14,5,non,oui,20,non,Oceanie,oui,oui,celibataire,4,Robotique,cours echoue
F,35,15,2,non,non,8,non,Afrique,non,oui,en couple,10,Philosophie 3,cours reussit
M,40,37,3,non,non,28,non,Oceanie,non,oui,celibataire,10,Intelligence artificielle 2,cours echoue
M,19,50,10,non,oui,60,non,Oceanie,oui,oui,en couple,8,Structure de base de donnees,cours reussit
F,36,25,4,non,oui,30,oui,Europe,non,oui,celibataire,4,Francais 1,cours reussit
M,27,25,10,non,oui,30,non,Asie,non,oui,en couple,10,Genie logiciel,cours echoue
M,33,42,2,non,non,51,non,Asie,non,oui,en couple,7,Robotique,cours reussit
F,23,7,3,oui,non,14,oui,Afrique,non,non,en couple,5,Programmation orientee objet,cours echoue
M,34,2,2,non,non,21,oui,Europe,oui,oui,en couple,5,Langages de programmation avances,cours reussit
M,33,43,7,non,non,48,oui,Amerique,oui,non,en couple,9,Algorithmes avances,cours echoue
M,31,89,10,oui,non,45,non,Afrique,oui,non,en couple,8,Peripheriques et objets connectes,cours echoue
M,29,100,1,oui,non,39,oui,Afrique,oui,oui,celibataire,5,Systemes d'exploitation,cours echoue
M,31,99,4,non,oui,34,non,Oceanie,non,non,celibataire,6,Machine Learning,cours reussit
F,20,69,5,oui,oui,27,oui,Afrique,non,non,celibataire,8,Intelligence artificielle 1,cours reussit
M,31,60,9,non,non,31,oui,Afrique,oui,non,en couple,7,Philosophie 2,cours reussit
F,35,59,1,oui,oui,2,non,Oceanie,oui,oui,celibataire,10,Conception de bases de donnees,cours echoue
M,33,21,1,oui,non,38,oui,Europe,non,non,en couple,7,Machine Learning,cours echoue
M,32,66,7,non,non,45,non,Europe,non,oui,celibataire,5,Philosophie 2,cours echoue
F,38,13,5,non,non,26,non,Europe,non,oui,en couple,7,Fracais 2,cours reussit
F,29,92,6,non,oui,31,oui,Afrique,non,non,celibataire,10,Application mobile 1,cours echoue
M,37,53,0,non,oui,10,oui,Amerique,oui,oui,en couple,10,Francais 3,cours reussit
F,30,93,8,oui,oui,29,non,Amerique,non,oui,en couple,8,Intelligence artificielle ethique,cours echoue
F,30,17,8,oui,non,15,non,Afrique,oui,oui,celibataire,10,Intelligence artificielle 1,cours reussit
F,38,31,7,oui,oui,20,oui,Oceanie,oui,oui,celibataire,4,Francais 1,cours reussit
M,32,20,7,oui,non,17,oui,Amerique,non,non,celibataire,8,Fracais 2,cours reussit
F,27,59,3,non,non,42,non,Afrique,non,non,en couple,5,Structure de base de donnees,cours echoue
M,33,95,9,non,oui,50,oui,Europe,non,oui,en couple,7,Structure de base de donnees,cours echoue
M,37,97,5,oui,oui,35,non,Europe,non,oui,en couple,8,Philosophie 1,cours echoue
M,24,99,5,non,oui,54,oui,Afrique,oui,oui,celibataire,7,Intelligence artificielle ethique,cours echoue
F,26,35,2,oui,oui,18,non,Amerique,oui,oui,en couple,6,Securite informatique,cours reussit
F,20,36,2,oui,oui,3,non,Oceanie,non,oui,celibataire,10,Espagnol,cours echoue
F,32,70,0,oui,oui,28,oui,Asie,non,oui,en couple,10,Developpement web avance,cours echoue
F,25,67,0,oui,non,8,oui,Amerique,non,non,en couple,10,Conception de bases de donnees,cours echoue
M,29,78,10,non,non,51,oui,Oceanie,oui,non,en couple,10,Securite informatique,cours echoue
F,38,63,4,non,non,29,non,Amerique,oui,oui,celibataire,6,Structure de base de donnees,cours echoue
F,29,64,0,oui,oui,14,non,Oceanie,oui,oui,celibataire,10,Langages de programmation avances,cours echoue
